product_category,product_type,material_cost,production_time_days,region,origin_state,demand_index,market_trend,season,actual_selling_price,material_type
Handmade Toys,Stuffed Toy,356.77,4,Narsapur,Andhra Pradesh,0.79,0.0099,Monsoon,1774.81,Wool
Handmade Jewellery,Handmade Earrings,392.74,5,Srikalahasti,Andhra Pradesh,0.733,0.032,Normal,1734.81,Terracotta
"Bamboo, Cane & Natural Fibre",Decorative Item,30.0,7,Bastar,Chhattisgarh,0.626,0.0856,Normal,1424.63,Palm Leaf
Paintings & Art,Folk Painting,484.76,7,Raghurajpur,Odisha,0.468,-0.0147,Summer,2148.66,Watercolour
Handmade Bags & Accessories,Tote Bag,280.64,3,Bastar,Chhattisgarh,0.553,0.0002,Wedding,2837.59,Jute
Ceramics,Vase,73.51,3,Kutch,Gujarat,0.692,-0.0192,Normal,1389.69,Ceramic
Handmade Home Décor,Dreamcatcher,268.66,4,Raghurajpur,Odisha,0.935,0.2251,Wedding,3782.49,Bamboo
Handmade Bags & Accessories,Clutch,278.02,4,Madhubani,Bihar,0.523,0.1399,Festival,1665.45,Lac
Ceramics,Mug,104.75,2,Srinagar,Jammu and Kashmir,0.676,0.2254,Monsoon,2188.68,Ceramic
Handmade Jewellery,Terracotta Jewellery,339.32,7,Jaipur,Rajasthan,0.47,0.0159,Normal,2111.32,Terracotta
Ceramics,Vase,143.92,3,Moradabad,Uttar Pradesh,0.345,0.1173,Normal,1980.17,Ceramic
Metal Crafts,Metal Sculpture,1150.35,4,Khurja,Uttar Pradesh,0.741,0.021,Normal,6791.99,Bell Metal
Handloom & Textiles,Dress Material,444.06,6,Assam,Assam,0.514,-0.0062,Wedding,3256.87,Linen
Handloom & Textiles,Dress Material,333.68,9,Saharanpur,Uttar Pradesh,0.68,0.0251,Festival,2334.8,Cotton
Pottery & Terracotta,Planter,113.69,2,Saharanpur,Uttar Pradesh,0.688,0.0084,Normal,1468.06,Clay
Handmade Jewellery,Bangles,358.99,5,Saharanpur,Uttar Pradesh,0.68,0.0354,Festival,2530.81,Glass
Pottery & Terracotta,Terracotta Jewellery,91.4,2,Jaipur,Rajasthan,0.663,0.1224,Normal,1758.56,Clay
Woodcraft,Figurine,345.71,2,Kutch,Gujarat,0.57,0.1188,Normal,3214.11,Wood
Metal Crafts,Jewellery,1587.54,4,Madhubani,Bihar,0.79,0.1893,Wedding,8440.04,Brass
Ceramics,Bowl,140.34,4,Channapatna,Karnataka,0.584,0.0202,Summer,1615.91,Ceramic
Handmade Toys,Cloth Doll,242.74,4,Kutch,Gujarat,0.668,0.1337,Winter,1718.51,Wool
"Bamboo, Cane & Natural Fibre",Tray,93.75,4,Jaipur,Rajasthan,0.784,0.1127,Normal,1508.97,Bamboo
Handmade Jewellery,Beaded Jewellery,234.28,4,Moradabad,Uttar Pradesh,0.622,0.1333,Winter,3223.88,Seed Beads
Handmade Bags & Accessories,Basket,324.12,4,Bhubaneswar,Odisha,0.75,-0.0346,Normal,2868.97,Bamboo
Embroidery & Needlecraft,Quilt,543.84,6,Saharanpur,Uttar Pradesh,0.801,0.0304,Festival,2680.82,Wool
Embroidery & Needlecraft,Quilt,578.67,7,Etikoppaka,Andhra Pradesh,0.921,0.1133,Winter,2929.81,Wool
Paintings & Art,Handmade Wall Art,114.94,3,Khurja,Uttar Pradesh,0.748,0.189,Festival,2210.35,Wood
Embroidery & Needlecraft,Embroidered Bag,462.18,8,Srikalahasti,Andhra Pradesh,0.805,0.0275,Festival,1842.64,Cotton
Metal Crafts,Bell-metal Product,1442.16,8,Madhubani,Bihar,0.759,0.1889,Monsoon,6776.39,Bell Metal
Handmade Toys,Handmade Game,106.91,3,Jaipur,Rajasthan,0.535,0.1584,Normal,1521.33,Paper
Metal Crafts,Utensil,1060.26,3,Bastar,Chhattisgarh,0.412,0.1085,Normal,5802.03,Bell Metal
Metal Crafts,Utensil,1482.39,5,Srikalahasti,Andhra Pradesh,0.626,0.0943,Normal,3750.74,Copper
Handmade Jewellery,Metal Jewellery,739.58,3,Bhubaneswar,Odisha,0.588,0.0525,Winter,3532.49,Brass
Handloom & Textiles,Durrie,335.15,9,Khurja,Uttar Pradesh,0.544,-0.0066,Summer,2263.6,Jute
Ceramics,Ceramic Jewellery,341.22,2,Srikalahasti,Andhra Pradesh,0.878,-0.0623,Normal,1353.7,Porcelain
Handloom & Textiles,Scarf,407.56,7,Narsapur,Andhra Pradesh,0.928,0.0464,Wedding,3211.03,Linen
Paintings & Art,Miniature Painting,253.67,8,Srinagar,Jammu and Kashmir,0.398,-0.0022,Normal,2387.92,Natural Pigment
Ceramics,Ceramic Jewellery,270.79,4,Bhubaneswar,Odisha,0.791,-0.113,Festival,2284.92,Porcelain
Natural / Eco-friendly Crafts,Handmade Paper Product,132.2,6,Madhubani,Bihar,0.746,-0.0501,Normal,1030.19,Handmade Paper
Embroidery & Needlecraft,Cushion Cover,404.34,12,Srikalahasti,Andhra Pradesh,0.607,0.1794,Winter,2790.45,Linen
Handmade Home Décor,Dreamcatcher,249.64,5,Raghurajpur,Odisha,0.428,0.0495,Normal,1823.83,Cotton
Handmade Bags & Accessories,Basket,201.13,4,Bastar,Chhattisgarh,0.83,-0.0243,Normal,2017.6,Bamboo
Handmade Jewellery,Wooden Jewellery,380.48,3,Bhubaneswar,Odisha,0.526,0.1647,Wedding,3830.48,Wood
Handmade Jewellery,Terracotta Jewellery,243.21,6,Raghurajpur,Odisha,0.752,0.0265,Winter,4285.72,Terracotta
Ceramics,Ceramic Jewellery,257.4,4,Saharanpur,Uttar Pradesh,0.733,0.2382,Monsoon,1702.35,Ceramic
"Bamboo, Cane & Natural Fibre",Decorative Item,30.0,4,Bhubaneswar,Odisha,0.373,0.0779,Normal,1738.69,Palm Leaf
"Bamboo, Cane & Natural Fibre",Mat,270.01,4,Srinagar,Jammu and Kashmir,0.598,0.1321,Festival,2811.88,Cane
Handmade Home Décor,Showpiece,418.92,5,Raghurajpur,Odisha,0.949,0.001,Normal,2508.1,Wood
Leather & Traditional Craft,Decorative Leather Product,811.73,8,Kashmir,Jammu and Kashmir,0.728,-0.0607,Winter,3210.42,Leather
Leather & Traditional Craft,Belt,1022.53,8,Khurja,Uttar Pradesh,0.772,0.2104,Normal,5237.9,Leather
Handloom & Textiles,Traditional Garment,563.71,6,Kolkata,West Bengal,0.827,0.0026,Festival,4421.8,Wool
Handmade Home Décor,Sculpture,548.23,2,Narsapur,Andhra Pradesh,0.463,-0.0576,Normal,1930.42,Wood
Handmade Jewellery,Necklace,375.52,3,Kutch,Gujarat,0.289,0.1482,Festival,4084.76,Lac
"Bamboo, Cane & Natural Fibre",Lampshade,220.65,1,Etikoppaka,Andhra Pradesh,0.875,0.0865,Winter,2814.33,Cane
Pottery & Terracotta,Terracotta Figurine,72.39,2,Pochampally,Telangana,0.512,-0.0698,Normal,1539.65,Terracotta
Handmade Toys,Educational Toy,148.57,4,Madhubani,Bihar,0.704,0.122,Normal,2223.87,Cotton
Embroidery & Needlecraft,Embroidered Clothing,108.58,3,Kolkata,West Bengal,0.57,0.0228,Normal,2276.53,Cotton
Natural / Eco-friendly Crafts,Palm-leaf Product,30.0,1,Etikoppaka,Andhra Pradesh,0.479,0.0722,Festival,1941.16,Palm Leaf
Pottery & Terracotta,Diya,122.32,2,Srikalahasti,Andhra Pradesh,0.714,0.0718,Normal,956.84,Clay
Ceramics,Bowl,133.92,2,Kolkata,West Bengal,0.838,0.1493,Festival,2983.57,Stoneware
Handmade Toys,Stuffed Toy,36.3,3,Khurja,Uttar Pradesh,0.685,0.0983,Normal,1097.31,Jute
Pottery & Terracotta,Decorative Pot,30.0,2,Raghurajpur,Odisha,0.644,-0.0867,Winter,1328.34,Clay
Woodcraft,Box,379.84,5,Etikoppaka,Andhra Pradesh,0.57,-0.0296,Summer,1778.91,Wood
Handloom & Textiles,Bedsheet,628.24,2,Assam,Assam,0.745,0.0401,Normal,3781.97,Linen
Handmade Jewellery,Tribal Jewellery,758.43,3,Khurja,Uttar Pradesh,0.679,0.145,Normal,3130.71,Brass
Leather & Traditional Craft,Footwear,752.8,5,Bastar,Chhattisgarh,0.537,-0.0146,Winter,3196.35,Leather
Handmade Bags & Accessories,Backpack,282.22,6,Madhubani,Bihar,0.737,0.017,Normal,3096.02,Cotton
Embroidery & Needlecraft,Quilt,407.88,3,Bhubaneswar,Odisha,0.557,0.0589,Normal,2438.9,Wool
Leather & Traditional Craft,Belt,914.01,5,Bastar,Chhattisgarh,0.482,0.1063,Summer,3424.37,Leather
Paintings & Art,Pattachitra,268.54,7,Madhubani,Bihar,0.65,0.0868,Normal,1706.92,Handmade Paper
Natural / Eco-friendly Crafts,Banana-fibre Product,111.42,2,Khurja,Uttar Pradesh,0.636,-0.1009,Monsoon,778.84,Banana Fibre
Leather & Traditional Craft,Leather Bag,352.76,5,Channapatna,Karnataka,0.677,0.0022,Festival,4378.99,Leather
Handloom & Textiles,Traditional Garment,490.12,9,Jaipur,Rajasthan,0.394,-0.0693,Normal,3689.4,Cotton
"Bamboo, Cane & Natural Fibre",Basket,216.66,2,Narsapur,Andhra Pradesh,0.847,0.016,Normal,1740.38,Bamboo
Embroidery & Needlecraft,Table Runner,151.07,8,Srikalahasti,Andhra Pradesh,0.523,0.0574,Wedding,2674.66,Cotton
Metal Crafts,Decorative Item,1196.26,3,Madhubani,Bihar,0.918,0.0153,Festival,4573.87,Brass
Handmade Bags & Accessories,Accessories,437.32,3,Bhubaneswar,Odisha,0.67,0.1456,Festival,1888.5,Leather
Handmade Toys,Traditional Toy,91.97,2,Pochampally,Telangana,0.853,0.2021,Summer,2433.99,Clay
Handmade Jewellery,Beaded Jewellery,523.34,4,Pochampally,Telangana,0.77,-0.0061,Normal,2009.64,Wood
Handmade Bags & Accessories,Handbag,465.61,5,Channapatna,Karnataka,0.852,-0.0241,Normal,2478.08,Leather
Leather & Traditional Craft,Traditional Leather Craft,676.24,6,Khurja,Uttar Pradesh,0.46,-0.0046,Normal,5013.05,Leather
Handloom & Textiles,Bedsheet,197.88,14,Bhubaneswar,Odisha,0.661,0.0363,Summer,2773.26,Linen
Embroidery & Needlecraft,Patchwork Product,472.66,7,Kutch,Gujarat,0.871,0.0916,Festival,2565.79,Linen
Natural / Eco-friendly Crafts,Natural-fibre Basket,118.89,3,Bhubaneswar,Odisha,0.555,0.0256,Normal,1854.3,Coir
Pottery & Terracotta,Terracotta Figurine,134.55,4,Pochampally,Telangana,0.727,0.2188,Winter,1472.52,Terracotta
Handmade Jewellery,Bangles,394.4,1,Khurja,Uttar Pradesh,0.936,0.0397,Winter,2449.46,Lac
Metal Crafts,Jewellery,1309.07,6,Narsapur,Andhra Pradesh,0.693,0.0917,Wedding,6304.57,Copper
"Bamboo, Cane & Natural Fibre",Decorative Item,193.07,5,Srinagar,Jammu and Kashmir,0.556,0.18,Festival,1971.51,Cane
Handmade Bags & Accessories,Accessories,362.53,3,Pochampally,Telangana,0.826,0.1648,Normal,2792.74,Beads
Embroidery & Needlecraft,Table Runner,453.97,6,Madhubani,Bihar,0.241,0.0515,Normal,1808.83,Cotton
Leather & Traditional Craft,Traditional Leather Craft,1162.86,4,Etikoppaka,Andhra Pradesh,0.63,0.0997,Normal,5052.77,Leather
Handmade Bags & Accessories,Accessories,365.47,2,Assam,Assam,0.45,0.1859,Normal,1542.86,Cotton
Paintings & Art,Folk Painting,106.94,4,Etikoppaka,Andhra Pradesh,0.492,0.0517,Festival,1689.75,Acrylic
Ceramics,Tableware,238.19,2,Channapatna,Karnataka,0.762,-0.0249,Festival,2303.2,Ceramic
"Bamboo, Cane & Natural Fibre",Household Product,266.14,4,Madhubani,Bihar,0.49,0.1567,Wedding,3039.86,Cane
Leather & Traditional Craft,Decorative Leather Product,950.49,3,Srikalahasti,Andhra Pradesh,0.865,0.0839,Festival,5357.25,Leather
Paintings & Art,Pattachitra,182.29,11,Khurja,Uttar Pradesh,0.7,0.1067,Normal,2181.05,Cloth
Handmade Home Décor,Lamp,262.67,2,Kolkata,West Bengal,0.608,0.0307,Normal,2315.44,Bamboo
Leather & Traditional Craft,Wallet,792.11,6,Madhubani,Bihar,0.564,-0.0487,Monsoon,4942.79,Leather
Ceramics,Ceramic Jewellery,306.04,3,Kolkata,West Bengal,0.544,-0.0255,Monsoon,2094.88,Porcelain
Leather & Traditional Craft,Belt,512.64,7,Saharanpur,Uttar Pradesh,0.594,0.0383,Normal,2131.29,Leather
Pottery & Terracotta,Terracotta Figurine,111.38,2,Assam,Assam,0.438,0.0678,Normal,1240.25,Clay
Handmade Home Décor,Mirror,368.88,6,Narsapur,Andhra Pradesh,0.588,0.1619,Normal,4363.76,Metal
Metal Crafts,Jewellery,1648.27,3,Kashmir,Jammu and Kashmir,0.641,0.0402,Normal,6164.79,Brass
Natural / Eco-friendly Crafts,Natural-fibre Basket,78.18,4,Narsapur,Andhra Pradesh,0.832,0.1435,Normal,1369.78,Palm Leaf
Embroidery & Needlecraft,Wall Hanging,328.52,4,Raghurajpur,Odisha,0.907,0.1116,Summer,3093.69,Jute
Handmade Bags & Accessories,Backpack,710.58,3,Srikalahasti,Andhra Pradesh,0.435,0.0607,Festival,2481.84,Leather
Handmade Bags & Accessories,Backpack,250.8,3,Madhubani,Bihar,0.681,0.0883,Wedding,2116.23,Cotton
Metal Crafts,Jewellery,2242.15,9,Srikalahasti,Andhra Pradesh,0.641,0.1599,Festival,10150.95,Silver
Handmade Home Décor,Decorative Box,262.11,3,Bastar,Chhattisgarh,0.671,0.0111,Summer,2105.46,Bamboo
Natural / Eco-friendly Crafts,Coir Product,180.26,3,Narsapur,Andhra Pradesh,0.822,0.0707,Normal,1550.76,Coir
Handmade Jewellery,Tribal Jewellery,1257.88,1,Srinagar,Jammu and Kashmir,0.636,-0.0215,Festival,4785.73,Silver
Handmade Toys,Stuffed Toy,205.37,2,Channapatna,Karnataka,0.363,-0.0642,Normal,880.7,Wool
Paintings & Art,Phad Painting,191.01,7,Channapatna,Karnataka,0.906,-0.056,Festival,2857.2,Cotton
Handmade Toys,Cloth Doll,30.0,3,Channapatna,Karnataka,0.839,0.059,Summer,1715.48,Cotton
Leather & Traditional Craft,Traditional Leather Craft,725.26,1,Kondapalli,Andhra Pradesh,0.553,0.0572,Normal,4555.8,Leather
Handmade Home Décor,Handmade Clock,400.87,1,Srikalahasti,Andhra Pradesh,0.691,-0.0377,Normal,3834.9,Wood
Handmade Home Décor,Mirror,377.97,3,Narsapur,Andhra Pradesh,0.638,-0.0513,Normal,3124.84,Wood
Woodcraft,Wall Décor,575.85,5,Kutch,Gujarat,0.277,-0.0908,Monsoon,3031.0,Wood
Handloom & Textiles,Dress Material,314.91,5,Moradabad,Uttar Pradesh,0.43,0.164,Normal,3100.21,Cotton
Handmade Jewellery,Bracelet,558.91,4,Kolkata,West Bengal,0.539,0.1185,Summer,3969.02,Beads
Metal Crafts,Copperware,864.87,7,Kolkata,West Bengal,0.601,0.0272,Festival,6493.13,Copper
Handloom & Textiles,Durrie,118.49,15,Channapatna,Karnataka,0.34,-0.1077,Wedding,2416.2,Cotton
Paintings & Art,Folk Painting,303.95,9,Saharanpur,Uttar Pradesh,0.358,0.1053,Normal,2171.64,Acrylic
Leather & Traditional Craft,Leather Bag,219.01,1,Bhubaneswar,Odisha,0.867,0.0096,Wedding,3470.69,Leather
Handmade Jewellery,Bracelet,421.0,4,Kolkata,West Bengal,0.685,-0.0172,Wedding,5038.36,Brass
Handloom & Textiles,Scarf,562.93,5,Srinagar,Jammu and Kashmir,0.731,0.0749,Normal,2341.13,Linen
Leather & Traditional Craft,Footwear,801.81,10,Madhubani,Bihar,0.933,-0.0665,Normal,2582.77,Leather
Handmade Bags & Accessories,Accessories,107.77,4,Bhubaneswar,Odisha,0.614,0.0807,Summer,2095.75,Jute
Paintings & Art,Handmade Wall Art,393.15,8,Assam,Assam,0.768,0.0593,Winter,3534.19,Wood
Leather & Traditional Craft,Wallet,960.1,7,Raghurajpur,Odisha,0.773,-0.0071,Monsoon,4032.07,Leather
Natural / Eco-friendly Crafts,Banana-fibre Product,30.0,5,Srikalahasti,Andhra Pradesh,0.701,0.0409,Normal,1114.83,Banana Fibre
Ceramics,Mug,131.32,3,Moradabad,Uttar Pradesh,0.534,0.2329,Festival,1949.94,Ceramic
Woodcraft,Tray,532.79,10,Srinagar,Jammu and Kashmir,0.806,0.2182,Festival,5638.73,Wood
"Bamboo, Cane & Natural Fibre",Bag,191.74,2,Kolkata,West Bengal,0.762,0.0452,Normal,1815.18,Bamboo
Embroidery & Needlecraft,Embroidered Bag,287.83,7,Srinagar,Jammu and Kashmir,0.652,0.0462,Normal,3416.1,Jute
Handmade Home Décor,Lamp,493.87,2,Srikalahasti,Andhra Pradesh,0.386,-0.161,Festival,2639.07,Metal
Ceramics,Decorative Piece,114.01,1,Raghurajpur,Odisha,0.708,0.0479,Normal,1684.36,Stoneware
Embroidery & Needlecraft,Patchwork Product,465.6,8,Srinagar,Jammu and Kashmir,0.682,0.0587,Normal,1900.14,Wool
Leather & Traditional Craft,Leather Bag,966.52,6,Kondapalli,Andhra Pradesh,0.717,0.0277,Normal,4658.5,Leather
Ceramics,Mug,190.5,4,Narsapur,Andhra Pradesh,0.85,-0.079,Festival,2227.5,Stoneware
Handmade Home Décor,Mirror,200.72,3,Raghurajpur,Odisha,0.62,0.0652,Winter,2784.14,Metal
"Bamboo, Cane & Natural Fibre",Bottle/Container,186.88,2,Khurja,Uttar Pradesh,0.824,0.081,Festival,2528.02,Cane
Metal Crafts,Metal Sculpture,1732.45,3,Etikoppaka,Andhra Pradesh,0.92,-0.0237,Normal,6880.32,Bell Metal
Ceramics,Vase,197.49,3,Bhubaneswar,Odisha,0.372,-0.1125,Summer,919.34,Stoneware
Paintings & Art,Kalamkari,651.19,6,Srinagar,Jammu and Kashmir,0.639,0.0903,Wedding,4309.55,Silk
Paintings & Art,Folk Painting,267.01,6,Kolkata,West Bengal,0.756,0.0084,Normal,2158.4,Natural Pigment
Handmade Bags & Accessories,Tote Bag,413.31,5,Kolkata,West Bengal,0.521,0.0183,Normal,2940.18,Cotton
Woodcraft,Figurine,523.02,9,Moradabad,Uttar Pradesh,0.43,0.0525,Normal,3560.61,Wood
Leather & Traditional Craft,Traditional Leather Craft,1077.71,6,Thanjavur,Tamil Nadu,0.564,0.0164,Festival,3694.04,Leather
Ceramics,Mug,118.16,2,Assam,Assam,0.542,0.05,Wedding,1300.47,Ceramic
Ceramics,Vase,231.32,2,Moradabad,Uttar Pradesh,0.504,-0.0553,Festival,1733.58,Stoneware
"Bamboo, Cane & Natural Fibre",Bottle/Container,222.02,3,Channapatna,Karnataka,0.45,0.001,Festival,1329.62,Cane
Embroidery & Needlecraft,Table Runner,634.57,5,Etikoppaka,Andhra Pradesh,0.586,0.0638,Summer,1950.26,Linen
Handmade Jewellery,Lac Jewellery,103.31,2,Madhubani,Bihar,0.684,0.132,Normal,2658.79,Lac
Handmade Jewellery,Terracotta Jewellery,474.37,3,Raghurajpur,Odisha,0.547,-0.0119,Normal,2418.64,Terracotta
Paintings & Art,Warli Painting,364.02,5,Bastar,Chhattisgarh,0.809,0.0393,Normal,3490.78,Watercolour
Woodcraft,Kitchenware,681.98,13,Moradabad,Uttar Pradesh,0.572,0.019,Normal,5069.54,Wood
Natural / Eco-friendly Crafts,Natural-fibre Basket,204.22,3,Bhubaneswar,Odisha,0.657,0.1337,Winter,1774.91,Palm Leaf
Handmade Home Décor,Decorative Box,337.41,6,Kolkata,West Bengal,0.587,0.025,Monsoon,1416.69,Wood
"Bamboo, Cane & Natural Fibre",Lampshade,107.02,2,Saharanpur,Uttar Pradesh,0.861,-0.0908,Summer,2414.68,Jute
Handmade Bags & Accessories,Clutch,567.98,2,Khurja,Uttar Pradesh,0.625,0.0265,Festival,4029.83,Leather
Woodcraft,Tray,333.8,9,Etikoppaka,Andhra Pradesh,0.483,0.0264,Normal,2922.46,Wood
Ceramics,Cup,116.04,1,Khurja,Uttar Pradesh,0.767,-0.094,Winter,2062.62,Ceramic
Metal Crafts,Jewellery,2009.85,2,Khurja,Uttar Pradesh,0.371,0.0833,Festival,6432.41,Silver
Paintings & Art,Pattachitra,222.96,6,Raghurajpur,Odisha,0.253,0.2533,Normal,2331.37,Handmade Paper
Paintings & Art,Handmade Wall Art,284.81,9,Srikalahasti,Andhra Pradesh,0.702,-0.0287,Festival,3072.51,Wood
Natural / Eco-friendly Crafts,Palm-leaf Product,30.0,3,Pochampally,Telangana,0.597,0.0132,Summer,1540.74,Palm Leaf
Embroidery & Needlecraft,Embroidered Clothing,495.32,6,Raghurajpur,Odisha,0.544,0.0188,Normal,2995.76,Cotton
Leather & Traditional Craft,Footwear,873.85,4,Kutch,Gujarat,0.47,0.2117,Normal,6639.86,Leather
Handloom & Textiles,Dupatta,373.49,5,Madhubani,Bihar,0.902,0.1233,Festival,2839.98,Wool
Woodcraft,Wooden Toy,426.51,7,Saharanpur,Uttar Pradesh,0.453,0.018,Monsoon,2855.34,Wood
Handmade Home Décor,Decorative Box,177.35,3,Pochampally,Telangana,0.522,0.0553,Normal,1778.84,Bamboo
Handmade Jewellery,Bangles,139.35,6,Channapatna,Karnataka,0.547,0.0231,Festival,2116.42,Glass
Handmade Home Décor,Showpiece,285.78,6,Bastar,Chhattisgarh,0.456,0.1036,Festival,2988.75,Ceramic
Embroidery & Needlecraft,Embroidered Bag,532.81,6,Saharanpur,Uttar Pradesh,0.722,0.0164,Normal,1834.74,Cotton
Ceramics,Ceramic Jewellery,202.05,2,Moradabad,Uttar Pradesh,0.479,0.1817,Summer,1653.39,Ceramic
Pottery & Terracotta,Clay Lamp,102.75,3,Madhubani,Bihar,0.64,0.0467,Winter,1333.11,Terracotta
Handmade Jewellery,Tribal Jewellery,402.5,6,Etikoppaka,Andhra Pradesh,0.61,0.0502,Wedding,4278.31,Beads
"Bamboo, Cane & Natural Fibre",Bottle/Container,139.09,4,Moradabad,Uttar Pradesh,0.402,0.0558,Summer,1544.63,Cane
Embroidery & Needlecraft,Embroidered Clothing,208.68,7,Kutch,Gujarat,0.645,-0.0436,Wedding,2721.01,Cotton
Embroidery & Needlecraft,Embroidered Bag,506.83,6,Raghurajpur,Odisha,0.616,0.1969,Normal,4034.38,Cotton
Pottery & Terracotta,Planter,212.97,3,Bastar,Chhattisgarh,0.696,0.0818,Normal,1485.36,Terracotta
Natural / Eco-friendly Crafts,Palm-leaf Product,186.43,2,Srikalahasti,Andhra Pradesh,0.531,0.1098,Monsoon,1343.52,Palm Leaf
Metal Crafts,Lamp,1398.5,6,Pochampally,Telangana,0.541,0.0023,Festival,4667.82,Copper
Natural / Eco-friendly Crafts,Palm-leaf Product,191.11,3,Moradabad,Uttar Pradesh,0.682,0.1126,Festival,1754.66,Palm Leaf
Metal Crafts,Jewellery,1241.16,10,Saharanpur,Uttar Pradesh,0.518,0.0985,Normal,6556.17,Copper
Handloom & Textiles,Traditional Garment,528.79,6,Pochampally,Telangana,0.578,0.0395,Normal,2554.8,Silk
Handmade Jewellery,Necklace,615.92,4,Channapatna,Karnataka,0.592,-0.0396,Wedding,2149.05,Brass
"Bamboo, Cane & Natural Fibre",Mat,201.6,2,Madhubani,Bihar,0.503,0.1262,Summer,1340.32,Jute
Handmade Bags & Accessories,Handmade Belt,406.3,4,Khurja,Uttar Pradesh,0.527,-0.059,Wedding,2325.84,Leather
Handmade Jewellery,Metal Jewellery,854.04,4,Channapatna,Karnataka,0.609,-0.0052,Wedding,2953.65,Copper
Handmade Home Décor,Showpiece,384.47,3,Etikoppaka,Andhra Pradesh,0.383,0.1912,Normal,2639.78,Ceramic
"Bamboo, Cane & Natural Fibre",Tray,163.87,5,Bastar,Chhattisgarh,0.828,0.1463,Normal,2152.44,Palm Leaf
Leather & Traditional Craft,Traditional Leather Craft,625.04,4,Jaipur,Rajasthan,0.49,0.1363,Normal,3923.41,Leather
Handmade Bags & Accessories,Pouch,568.1,4,Bastar,Chhattisgarh,0.377,0.2385,Normal,1818.17,Leather
Woodcraft,Kitchenware,705.36,8,Jaipur,Rajasthan,0.676,0.1385,Summer,5018.05,Wood
Pottery & Terracotta,Sculpture,30.0,2,Jaipur,Rajasthan,0.798,-0.0284,Wedding,943.8,Terracotta
Embroidery & Needlecraft,Embroidered Clothing,265.0,2,Narsapur,Andhra Pradesh,0.487,0.0885,Winter,3037.89,Cotton
Leather & Traditional Craft,Leather Bag,532.71,3,Srinagar,Jammu and Kashmir,0.376,0.0847,Festival,4139.67,Leather
Embroidery & Needlecraft,Patchwork Product,407.8,7,Pochampally,Telangana,0.809,0.1839,Monsoon,2997.2,Linen
Metal Crafts,Utensil,1087.75,5,Pochampally,Telangana,0.568,-0.058,Festival,4385.47,Brass
Handmade Bags & Accessories,Handbag,336.8,3,Raghurajpur,Odisha,0.415,-0.1241,Winter,2399.77,Cotton
Paintings & Art,Miniature Painting,147.41,6,Kondapalli,Andhra Pradesh,0.415,-0.1002,Winter,1832.73,Natural Pigment
Handmade Home Décor,Candle,323.27,5,Assam,Assam,0.688,0.0252,Festival,1948.35,Beeswax
Pottery & Terracotta,Clay Lamp,60.52,4,Saharanpur,Uttar Pradesh,0.452,0.0257,Festival,1344.17,Clay
Handmade Home Décor,Table Décor,297.39,4,Bhubaneswar,Odisha,0.372,-0.0225,Monsoon,2311.73,Wood
Paintings & Art,Madhubani Painting,459.29,4,Madhubani,Bihar,0.594,0.0406,Summer,2181.87,Watercolour
Leather & Traditional Craft,Footwear,752.55,3,Assam,Assam,0.777,0.1099,Normal,2896.7,Leather
Embroidery & Needlecraft,Table Runner,522.34,7,Bhubaneswar,Odisha,0.712,-0.0402,Normal,2468.14,Linen
Metal Crafts,Brassware,1176.64,7,Kashmir,Jammu and Kashmir,0.862,0.1209,Festival,4168.79,Brass
Leather & Traditional Craft,Footwear,665.16,4,Saharanpur,Uttar Pradesh,0.452,-0.0266,Festival,4006.26,Leather
Handmade Home Décor,Table Décor,437.39,5,Srikalahasti,Andhra Pradesh,0.878,0.0459,Normal,3963.41,Wood
Handmade Bags & Accessories,Handmade Belt,56.98,3,Khurja,Uttar Pradesh,0.763,-0.1493,Wedding,2865.59,Jute
Handmade Toys,Cloth Doll,289.14,5,Bhubaneswar,Odisha,0.736,-0.0325,Normal,1906.85,Wool
Ceramics,Plate,139.53,4,Pochampally,Telangana,0.915,0.1773,Normal,2208.68,Ceramic
Natural / Eco-friendly Crafts,Banana-fibre Product,180.8,2,Assam,Assam,0.814,0.113,Festival,1601.47,Banana Fibre
Paintings & Art,Kalamkari,219.48,7,Channapatna,Karnataka,0.315,0.1748,Normal,2122.6,Cotton
Metal Crafts,Decorative Item,1343.79,12,Kashmir,Jammu and Kashmir,0.664,0.1132,Normal,8148.26,Brass
Handmade Jewellery,Handmade Earrings,560.32,3,Channapatna,Karnataka,0.744,0.1014,Normal,3971.8,Lac
Handmade Toys,Traditional Toy,150.25,5,Srinagar,Jammu and Kashmir,0.219,0.0683,Winter,858.76,Clay
Handmade Home Décor,Sculpture,456.14,4,Kondapalli,Andhra Pradesh,0.565,-0.0188,Normal,2535.5,Wood
Embroidery & Needlecraft,Wall Hanging,182.63,8,Channapatna,Karnataka,0.731,0.062,Normal,2307.26,Jute
Handloom & Textiles,Durrie,212.51,9,Kutch,Gujarat,0.633,0.0403,Winter,3448.82,Jute
Handmade Jewellery,Necklace,560.89,2,Narsapur,Andhra Pradesh,0.751,0.1852,Festival,2552.14,Brass
Woodcraft,Box,503.24,8,Channapatna,Karnataka,0.619,0.0695,Festival,2577.57,Wood
"Bamboo, Cane & Natural Fibre",Bottle/Container,256.47,5,Etikoppaka,Andhra Pradesh,0.386,0.101,Summer,2541.37,Cane
Metal Crafts,Jewellery,1596.16,9,Kutch,Gujarat,0.576,-0.2,Normal,6177.87,Silver
